date,side,entry_time_ny,entry,stop,target,stop_dist,tp_dist,outcome,exit,pnl_pts,R,bars_held,mins_held,mae_pts,mfe_pts,range_w,bo_vol,vol_trail_rel,vol_pm_rel,vol_z,pm_avg_vol,dow,dt,usd,year,month,week,week_start
2023-08-24,SHORT,2023-08-24 10:00:00-04:00,15178.8,15218.8,15058.8,40,120.0,TP,15058.8,120.0,3.0,4,20,-0.8,121.4,93.2,2294,1.481,1.022,1.567,2245.0,3,2023-08-24,300.0,2023,2023-08,2023-W34,2023-08-21
2023-08-25,LONG,2023-08-25 10:00:00-04:00,14914.6,14874.6,15034.6,40,120.0,SL,14874.6,-40.0,-1.0,1,5,-67.3,5.9,132.5,2325,1.666,1.069,1.785,2175.3,4,2023-08-25,-100.0,2023,2023-08,2023-W34,2023-08-21
2023-08-29,LONG,2023-08-29 10:00:00-04:00,15190.3,15150.3,15310.3,40,120.0,TP,15310.3,120.0,3.0,16,80,-9.5,121.4,96.9,2384,1.726,1.135,2.095,2100.3,1,2023-08-29,300.0,2023,2023-08,2023-W35,2023-08-28
2023-08-30,LONG,2023-08-30 10:00:00-04:00,15436.7,15396.7,15556.7,40,120.0,SL,15396.7,-40.0,-1.0,4,20,-64.0,32.4,89.7,2146,1.329,0.992,1.299,2163.3,2,2023-08-30,-100.0,2023,2023-08,2023-W35,2023-08-28
2023-08-31,LONG,2023-08-31 10:00:00-04:00,15522.0,15482.0,15642.0,40,120.0,SL,15482.0,-40.0,-1.0,33,165,-58.4,52.9,84.0,2054,1.317,0.926,0.988,2217.7,3,2023-08-31,-100.0,2023,2023-08,2023-W35,2023-08-28
2023-09-06,SHORT,2023-09-06 10:00:00-04:00,15388.8,15428.8,15268.8,40,120.0,TIMEOUT,15365.9,22.9,0.572,72,360,-20.7,101.2,78.9,2365,1.792,1.1,1.879,2150.0,2,2023-09-06,57.2,2023,2023-09,2023-W36,2023-09-04
2023-09-07,SHORT,2023-09-07 10:00:00-04:00,15147.9,15187.9,15027.9,40,120.0,SL,15187.9,-40.0,-1.0,2,10,-62.4,2.6,164.6,2136,1.32,0.963,1.145,2218.7,3,2023-09-07,-100.0,2023,2023-09,2023-W36,2023-09-04
2023-09-08,LONG,2023-09-08 10:00:00-04:00,15342.9,15302.9,15462.9,40,120.0,SL,15302.9,-40.0,-1.0,10,50,-41.9,32.8,119.5,2156,1.583,1.015,1.547,2123.7,4,2023-09-08,-100.0,2023,2023-09,2023-W36,2023-09-04
2023-09-11,SHORT,2023-09-11 10:10:00-04:00,15336.6,15376.6,15216.6,40,120.0,SL,15376.6,-40.0,-1.0,8,40,-40.6,9.3,81.4,2122,1.452,0.951,1.077,2231.8,0,2023-09-11,-100.0,2023,2023-09,2023-W37,2023-09-11
2023-09-12,SHORT,2023-09-12 10:25:00-04:00,15375.7,15415.7,15255.7,40,120.0,TIMEOUT,15293.7,82.0,2.05,67,335,-30.9,98.2,87.2,2160,1.281,0.986,0.939,2191.7,1,2023-09-12,205.0,2023,2023-09,2023-W37,2023-09-11
2023-09-15,SHORT,2023-09-15 10:00:00-04:00,15313.7,15353.7,15193.7,40,120.0,TP,15193.7,120.0,3.0,41,205,-15.6,120.4,119.5,2281,1.512,1.054,1.588,2165.0,4,2023-09-15,300.0,2023,2023-09,2023-W37,2023-09-11
2023-09-19,SHORT,2023-09-19 10:00:00-04:00,15094.3,15134.3,14974.3,40,120.0,SL,15134.3,-40.0,-1.0,37,185,-44.4,28.3,95.5,2140,1.48,0.969,1.312,2208.0,1,2023-09-19,-100.0,2023,2023-09,2023-W38,2023-09-18
2023-09-21,SHORT,2023-09-21 10:00:00-04:00,14761.0,14801.0,14641.0,40,120.0,SL,14801.0,-40.0,-1.0,1,5,-44.3,3.7,164.8,2218,1.355,0.983,1.323,2257.0,3,2023-09-21,-100.0,2023,2023-09,2023-W38,2023-09-18
2023-09-26,SHORT,2023-09-26 10:00:00-04:00,14597.2,14637.2,14477.2,40,120.0,SL,14637.2,-40.0,-1.0,9,45,-45.5,33.5,96.4,2104,1.431,0.985,1.412,2135.3,1,2023-09-26,-100.0,2023,2023-09,2023-W39,2023-09-25
2023-09-27,SHORT,2023-09-27 10:05:00-04:00,14569.2,14609.2,14449.2,40,120.0,SL,14609.2,-40.0,-1.0,5,25,-42.1,21.6,60.5,1970,1.313,0.915,0.966,2152.0,2,2023-09-27,-100.0,2023,2023-09,2023-W39,2023-09-25
2023-09-29,LONG,2023-09-29 10:00:00-04:00,14894.4,14854.4,15014.4,40,120.0,SL,14854.4,-40.0,-1.0,3,15,-41.8,2.5,130.0,2130,1.285,0.974,1.124,2186.7,4,2023-09-29,-100.0,2023,2023-09,2023-W39,2023-09-25
2023-10-03,SHORT,2023-10-03 10:05:00-04:00,14673.4,14713.4,14553.4,40,120.0,TP,14553.4,120.0,3.0,44,220,-38.1,120.9,178.3,2262,1.317,1.031,1.405,2193.3,1,2023-10-03,300.0,2023,2023-10,2023-W40,2023-10-02
2023-10-05,SHORT,2023-10-05 10:00:00-04:00,14650.9,14690.9,14530.9,40,120.0,SL,14690.9,-40.0,-1.0,30,150,-43.9,71.8,106.9,2176,1.233,0.996,1.237,2184.0,3,2023-10-05,-100.0,2023,2023-10,2023-W40,2023-10-02
2023-10-10,LONG,2023-10-10 10:00:00-04:00,15126.3,15086.3,15246.3,40,120.0,TIMEOUT,15147.2,20.9,0.523,72,360,-24.9,115.7,65.5,2038,1.29,0.968,1.297,2105.3,1,2023-10-10,52.3,2023,2023-10,2023-W41,2023-10-09
2023-10-16,LONG,2023-10-16 10:00:00-04:00,15099.1,15059.1,15219.1,40,120.0,TIMEOUT,15168.1,69.0,1.725,72,360,-10.0,111.9,102.6,2152,1.382,0.977,1.329,2203.3,0,2023-10-16,172.5,2023,2023-10,2023-W42,2023-10-16
2023-10-17,SHORT,2023-10-17 10:00:00-04:00,14966.0,15006.0,14846.0,40,120.0,SL,15006.0,-40.0,-1.0,1,5,-61.2,4.7,161.2,2152,1.247,0.96,1.084,2242.7,1,2023-10-17,-100.0,2023,2023-10,2023-W42,2023-10-16
2023-10-20,SHORT,2023-10-20 10:10:00-04:00,14681.4,14721.4,14561.4,40,120.0,TP,14561.4,120.0,3.0,16,80,-27.3,122.1,90.4,2130,1.311,0.923,0.929,2308.3,4,2023-10-20,300.0,2023,2023-10,2023-W42,2023-10-16
2023-10-24,LONG,2023-10-24 10:05:00-04:00,14733.7,14693.7,14853.7,40,120.0,SL,14693.7,-40.0,-1.0,2,10,-47.6,6.7,80.6,2240,1.499,0.94,1.146,2384.0,1,2023-10-24,-100.0,2023,2023-10,2023-W43,2023-10-23
2023-10-25,SHORT,2023-10-25 10:00:00-04:00,14533.8,14573.8,14413.8,40,120.0,SL,14573.8,-40.0,-1.0,7,35,-42.3,29.8,76.6,2280,1.591,0.989,1.463,2304.3,2,2023-10-25,-100.0,2023,2023-10,2023-W43,2023-10-23
2023-10-27,LONG,2023-10-27 10:10:00-04:00,14264.1,14224.1,14384.1,40,120.0,SL,14224.1,-40.0,-1.0,5,25,-45.1,13.6,72.2,2116,1.201,0.92,0.746,2299.3,4,2023-10-27,-100.0,2023,2023-10,2023-W43,2023-10-23
2023-10-30,LONG,2023-10-30 10:00:00-04:00,14336.3,14296.3,14456.3,40,120.0,SL,14296.3,-40.0,-1.0,3,15,-62.0,28.9,52.7,2296,1.754,1.016,1.565,2260.0,0,2023-10-30,-100.0,2023,2023-10,2023-W44,2023-10-30
2023-11-01,LONG,2023-11-01 10:00:00-04:00,14481.5,14441.5,14601.5,40,120.0,TP,14601.5,120.0,3.0,60,300,-30.8,148.3,122.4,2258,1.439,1.045,1.584,2160.5,2,2023-11-01,300.0,2023,2023-11,2023-W44,2023-10-30
2023-11-03,LONG,2023-11-03 10:00:00-04:00,15027.7,14987.7,15147.7,40,120.0,SL,14987.7,-40.0,-1.0,5,25,-50.9,11.8,132.7,2310,1.377,1.029,1.419,2244.0,4,2023-11-03,-100.0,2023,2023-11,2023-W44,2023-10-30
2023-11-07,LONG,2023-11-07 10:00:00-05:00,15233.5,15193.5,15353.5,40,120.0,TIMEOUT,15297.7,64.2,1.605,72,360,-35.5,102.2,107.2,2032,1.549,0.981,1.386,2070.3,1,2023-11-07,160.5,2023,2023-11,2023-W45,2023-11-06
2023-11-09,SHORT,2023-11-09 10:30:00-05:00,15286.9,15326.9,15166.9,40,120.0,SL,15326.9,-40.0,-1.0,6,30,-48.8,6.4,48.8,2090,1.266,0.984,0.815,2124.0,3,2023-11-09,-100.0,2023,2023-11,2023-W45,2023-11-06
2023-11-10,LONG,2023-11-10 10:00:00-05:00,15275.9,15235.9,15395.9,40,120.0,TP,15395.9,120.0,3.0,24,120,-22.2,121.5,122.4,2236,1.68,1.069,1.758,2092.3,4,2023-11-10,300.0,2023,2023-11,2023-W45,2023-11-06
2023-11-13,SHORT,2023-11-13 10:00:00-05:00,15429.9,15469.9,15309.9,40,120.0,SL,15469.9,-40.0,-1.0,7,35,-40.2,6.1,48.1,2058,1.609,0.961,1.341,2142.3,0,2023-11-13,-100.0,2023,2023-11,2023-W46,2023-11-13
2023-11-16,LONG,2023-11-16 10:00:00-05:00,15819.3,15779.3,15939.3,40,120.0,SL,15779.3,-40.0,-1.0,7,35,-52.3,20.3,60.5,2124,1.367,0.966,1.244,2199.8,3,2023-11-16,-100.0,2023,2023-11,2023-W46,2023-11-13
2023-11-17,SHORT,2023-11-17 10:05:00-05:00,15790.6,15830.6,15670.6,40,120.0,SL,15830.6,-40.0,-1.0,24,120,-46.0,24.7,58.8,2132,1.425,0.971,1.2,2196.7,4,2023-11-17,-100.0,2023,2023-11,2023-W46,2023-11-13
2023-11-20,LONG,2023-11-20 10:00:00-05:00,15936.1,15896.1,16056.1,40,120.0,SL,15896.1,-40.0,-1.0,4,20,-55.8,8.1,88.0,1994,1.569,0.928,1.23,2148.0,0,2023-11-20,-100.0,2023,2023-11,2023-W47,2023-11-20
2023-11-21,SHORT,2023-11-21 10:00:00-05:00,15934.1,15974.1,15814.1,40,120.0,TIMEOUT,15924.7,9.4,0.235,72,360,-14.4,69.7,102.5,2074,1.495,0.969,1.355,2140.0,1,2023-11-21,23.5,2023,2023-11,2023-W47,2023-11-20
2023-11-23,SHORT,2023-11-23 10:05:00-05:00,16009.4,16049.4,15889.4,40,120.0,TIMEOUT,16014.1,-4.7,-0.118,34,170,-16.8,3.2,28.9,758,1.344,0.959,1.095,790.7,3,2023-11-23,-11.8,2023,2023-11,2023-W47,2023-11-20
2023-11-24,SHORT,2023-11-24 10:05:00-05:00,15971.6,16011.6,15851.6,40,120.0,TIMEOUT,15968.4,3.2,0.08,37,185,-10.6,34.9,45.7,1930,1.486,0.838,0.863,2302.7,4,2023-11-24,8.0,2023,2023-11,2023-W47,2023-11-20
2023-11-27,LONG,2023-11-27 10:05:00-05:00,16001.8,15961.8,16121.8,40,120.0,SL,15961.8,-40.0,-1.0,3,15,-41.8,5.5,66.2,2314,1.693,0.945,1.167,2448.3,0,2023-11-27,-100.0,2023,2023-11,2023-W48,2023-11-27
2023-11-28,LONG,2023-11-28 10:35:00-05:00,15970.7,15930.7,16090.7,40,120.0,SL,15930.7,-40.0,-1.0,32,160,-41.0,60.9,64.6,2182,1.226,0.912,0.619,2392.7,1,2023-11-28,-100.0,2023,2023-11,2023-W48,2023-11-27
2023-11-30,SHORT,2023-11-30 10:00:00-05:00,15886.8,15926.8,15766.8,40,120.0,SL,15926.8,-40.0,-1.0,2,10,-56.1,0.0,70.9,2676,1.634,1.055,1.603,2536.0,3,2023-11-30,-100.0,2023,2023-11,2023-W48,2023-11-27
2023-12-01,SHORT,2023-12-01 10:10:00-05:00,15881.6,15921.6,15761.6,40,120.0,SL,15921.6,-40.0,-1.0,12,60,-65.4,49.3,80.8,2430,1.519,0.973,1.063,2496.7,4,2023-12-01,-100.0,2023,2023-12,2023-W48,2023-11-27
2023-12-04,SHORT,2023-12-04 10:05:00-05:00,15815.4,15855.4,15695.4,40,120.0,TP,15695.4,120.0,3.0,9,45,-7.9,123.6,154.3,2436,1.45,0.938,1.097,2596.3,0,2023-12-04,300.0,2023,2023-12,2023-W49,2023-12-04
2023-12-05,LONG,2023-12-05 10:00:00-05:00,15897.1,15857.1,16017.1,40,120.0,SL,15857.1,-40.0,-1.0,5,25,-58.5,10.7,56.2,2286,1.734,1.068,1.752,2141.3,1,2023-12-05,-100.0,2023,2023-12,2023-W49,2023-12-04
2023-12-06,SHORT,2023-12-06 10:20:00-05:00,15868.0,15908.0,15748.0,40,120.0,SL,15908.0,-40.0,-1.0,5,25,-44.2,16.8,115.0,2076,1.356,1.007,1.029,2062.0,2,2023-12-06,-100.0,2023,2023-12,2023-W49,2023-12-04
2023-12-07,LONG,2023-12-07 10:10:00-05:00,15938.8,15898.8,16058.8,40,120.0,TIMEOUT,16003.1,64.3,1.608,70,350,-29.2,104.4,147.0,2114,1.335,0.956,1.033,2211.3,3,2023-12-07,160.8,2023,2023-12,2023-W49,2023-12-04
2023-12-08,LONG,2023-12-08 10:00:00-05:00,16028.9,15988.9,16148.9,40,120.0,SL,15988.9,-40.0,-1.0,26,130,-42.5,68.3,147.2,2234,1.283,1.048,1.269,2131.0,4,2023-12-08,-100.0,2023,2023-12,2023-W49,2023-12-04
2023-12-11,LONG,2023-12-11 10:00:00-05:00,16144.6,16104.6,16264.6,40,120.0,TIMEOUT,16222.2,77.6,1.94,72,360,-35.1,87.3,49.8,2058,1.604,0.932,1.248,2208.0,0,2023-12-11,194.0,2023,2023-12,2023-W50,2023-12-11
2023-12-14,SHORT,2023-12-14 10:15:00-05:00,16586.4,16626.4,16466.4,40,120.0,TP,16466.4,120.0,3.0,38,190,-15.4,121.2,69.9,2162,1.259,0.985,0.965,2195.0,3,2023-12-14,300.0,2023,2023-12,2023-W50,2023-12-11
2023-12-15,LONG,2023-12-15 10:00:00-05:00,16620.9,16580.9,16740.9,40,120.0,SL,16580.9,-40.0,-1.0,44,220,-60.3,55.2,61.1,1990,1.263,0.906,0.858,2196.3,4,2023-12-15,-100.0,2023,2023-12,2023-W50,2023-12-11
2023-12-18,LONG,2023-12-18 10:00:00-05:00,16683.6,16643.6,16803.6,40,120.0,TIMEOUT,16716.3,32.7,0.818,72,360,-37.1,80.8,47.8,1968,1.497,0.905,1.128,2175.7,0,2023-12-18,81.8,2023,2023-12,2023-W51,2023-12-18
2023-12-19,LONG,2023-12-19 10:15:00-05:00,16780.7,16740.7,16900.7,40,120.0,TIMEOUT,16808.0,27.3,0.682,69,345,-25.7,36.1,69.5,1866,1.279,0.876,0.684,2129.7,1,2023-12-19,68.2,2023,2023-12,2023-W51,2023-12-18
2023-12-20,LONG,2023-12-20 10:15:00-05:00,16830.2,16790.2,16950.2,40,120.0,SL,16790.2,-40.0,-1.0,51,255,-51.7,32.1,76.9,1752,1.438,0.913,0.84,1919.3,2,2023-12-20,-100.0,2023,2023-12,2023-W51,2023-12-18
2023-12-22,LONG,2023-12-22 10:00:00-05:00,16827.9,16787.9,16947.9,40,120.0,SL,16787.9,-40.0,-1.0,12,60,-56.1,9.5,113.9,2106,1.542,1.063,1.456,1981.7,4,2023-12-22,-100.0,2023,2023-12,2023-W51,2023-12-18
2023-12-26,LONG,2023-12-26 10:00:00-05:00,16842.1,16802.1,16962.1,40,120.0,TIMEOUT,16880.5,38.4,0.96,72,360,-15.8,67.0,51.8,1620,1.787,0.855,1.079,1895.7,1,2023-12-26,96.0,2023,2023-12,2023-W52,2023-12-25
2023-12-27,LONG,2023-12-27 10:00:00-05:00,16912.1,16872.1,17032.1,40,120.0,SL,16872.1,-40.0,-1.0,2,10,-54.2,1.0,34.0,1874,1.823,0.982,1.416,1907.7,2,2023-12-27,-100.0,2023,2023-12,2023-W52,2023-12-25
2023-12-28,SHORT,2023-12-28 10:00:00-05:00,16928.2,16968.2,16808.2,40,120.0,TIMEOUT,16908.0,20.2,0.505,72,360,-27.4,37.2,30.0,1746,1.578,0.923,1.178,1890.7,3,2023-12-28,50.5,2023,2023-12,2023-W52,2023-12-25
2023-12-29,SHORT,2023-12-29 10:35:00-05:00,16874.4,16914.4,16754.4,40,120.0,TP,16754.4,120.0,3.0,10,50,-3.0,120.5,63.5,1694,1.306,0.937,0.744,1808.0,4,2023-12-29,300.0,2023,2023-12,2023-W52,2023-12-25
2024-01-02,SHORT,2024-01-02 10:00:00-05:00,16597.1,16637.1,16477.1,40,120.0,TP,16477.1,120.0,3.0,60,300,-14.5,144.4,217.3,2046,1.505,0.975,1.358,2099.0,1,2024-01-02,300.0,2024,2024-01,2024-W01,2024-01-01
2024-01-03,SHORT,2024-01-03 10:10:00-05:00,16396.8,16436.8,16276.8,40,120.0,SL,16436.8,-40.0,-1.0,10,50,-47.4,24.6,134.4,2160,1.442,0.964,1.054,2240.3,2,2024-01-03,-100.0,2024,2024-01,2024-W01,2024-01-01
2024-01-05,LONG,2024-01-05 10:00:00-05:00,16382.3,16342.3,16502.3,40,120.0,SL,16342.3,-40.0,-1.0,21,105,-43.8,36.5,114.7,2176,1.256,1.055,1.193,2062.7,4,2024-01-05,-100.0,2024,2024-01,2024-W01,2024-01-01
2024-01-08,LONG,2024-01-08 10:00:00-05:00,16484.9,16444.9,16604.9,40,120.0,TP,16604.9,120.0,3.0,54,270,-16.4,126.4,135.0,2086,1.579,0.976,1.407,2138.3,0,2024-01-08,300.0,2024,2024-01,2024-W02,2024-01-08
2024-01-11,SHORT,2024-01-11 10:05:00-05:00,16696.2,16736.2,16576.2,40,120.0,SL,16736.2,-40.0,-1.0,2,10,-50.0,11.1,162.6,2258,1.213,0.98,0.923,2305.0,3,2024-01-11,-100.0,2024,2024-01,2024-W02,2024-01-08
2024-01-16,LONG,2024-01-16 10:05:00-05:00,16788.9,16748.9,16908.9,40,120.0,SL,16748.9,-40.0,-1.0,49,245,-48.9,108.4,117.6,2174,1.365,0.977,1.212,2224.7,1,2024-01-16,-100.0,2024,2024-01,2024-W03,2024-01-15
2024-01-17,SHORT,2024-01-17 10:00:00-05:00,16597.0,16637.0,16477.0,40,120.0,SL,16637.0,-40.0,-1.0,7,35,-48.2,11.7,103.7,2218,1.43,1.035,1.508,2143.7,2,2024-01-17,-100.0,2024,2024-01,2024-W03,2024-01-15
2024-01-22,SHORT,2024-01-22 10:00:00-05:00,17373.1,17413.1,17253.1,40,120.0,TIMEOUT,17318.8,54.3,1.357,72,360,-38.6,68.4,69.0,2284,1.729,1.069,1.761,2137.0,0,2024-01-22,135.7,2024,2024-01,2024-W04,2024-01-22
2024-01-24,LONG,2024-01-24 10:15:00-05:00,17577.8,17537.8,17697.8,40,120.0,SL,17537.8,-40.0,-1.0,49,245,-68.8,88.8,76.5,2080,1.448,0.955,0.98,2178.7,2,2024-01-24,-100.0,2024,2024-01,2024-W04,2024-01-22
2024-01-29,SHORT,2024-01-29 10:00:00-05:00,17421.8,17461.8,17301.8,40,120.0,SL,17461.8,-40.0,-1.0,21,105,-40.3,12.8,55.8,2068,1.848,0.986,1.465,2096.3,0,2024-01-29,-100.0,2024,2024-01,2024-W05,2024-01-29
2024-02-01,LONG,2024-02-01 10:25:00-05:00,17271.6,17231.6,17391.6,40,120.0,SL,17231.6,-40.0,-1.0,5,25,-80.2,1.4,100.4,2090,1.266,0.984,0.808,2123.0,3,2024-02-01,-100.0,2024,2024-02,2024-W05,2024-01-29
2024-02-05,SHORT,2024-02-05 10:00:00-05:00,17565.1,17605.1,17445.1,40,120.0,SL,17605.1,-40.0,-1.0,30,150,-42.1,100.0,64.0,2310,1.794,1.063,1.722,2172.7,0,2024-02-05,-100.0,2024,2024-02,2024-W06,2024-02-05
2024-02-06,SHORT,2024-02-06 10:00:00-05:00,17550.9,17590.9,17430.9,40,120.0,TIMEOUT,17558.8,-7.9,-0.197,72,360,-28.2,77.8,95.7,2256,1.774,1.024,1.6,2203.2,1,2024-02-06,-19.7,2024,2024-02,2024-W06,2024-02-05
2024-02-07,LONG,2024-02-07 10:10:00-05:00,17720.6,17680.6,17840.6,40,120.0,TIMEOUT,17750.6,30.0,0.75,70,350,-28.0,65.3,147.8,2076,1.441,0.975,1.139,2129.0,2,2024-02-07,75.0,2024,2024-02,2024-W06,2024-02-05
2024-02-14,LONG,2024-02-14 10:15:00-05:00,17752.9,17712.9,17872.9,40,120.0,SL,17712.9,-40.0,-1.0,6,30,-41.6,20.5,118.9,2056,1.322,0.939,0.903,2190.7,2,2024-02-14,-100.0,2024,2024-02,2024-W07,2024-02-12
2024-02-15,SHORT,2024-02-15 10:00:00-05:00,17741.1,17781.1,17621.1,40,120.0,SL,17781.1,-40.0,-1.0,2,10,-50.7,2.9,56.0,2176,1.423,1.002,1.354,2171.7,3,2024-02-15,-100.0,2024,2024-02,2024-W07,2024-02-12
2024-02-16,SHORT,2024-02-16 10:00:00-05:00,17686.2,17726.2,17566.2,40,120.0,SL,17726.2,-40.0,-1.0,3,15,-41.9,14.3,121.8,2382,1.471,1.065,1.576,2237.0,4,2024-02-16,-100.0,2024,2024-02,2024-W07,2024-02-12
2024-02-19,LONG,2024-02-19 10:00:00-05:00,17732.4,17692.4,17852.4,40,120.0,TIMEOUT,17726.6,-5.8,-0.145,35,175,-21.8,5.2,51.5,858,1.378,0.904,0.979,949.3,0,2024-02-19,-14.5,2024,2024-02,2024-W08,2024-02-19
2024-02-20,SHORT,2024-02-20 10:00:00-05:00,17479.8,17519.8,17359.8,40,120.0,SL,17519.8,-40.0,-1.0,12,60,-58.9,55.5,110.4,2230,1.555,0.993,1.46,2245.3,1,2024-02-20,-100.0,2024,2024-02,2024-W08,2024-02-19
2024-02-21,SHORT,2024-02-21 10:25:00-05:00,17415.6,17455.6,17295.6,40,120.0,SL,17455.6,-40.0,-1.0,9,45,-41.3,19.3,102.4,1948,1.207,0.89,0.584,2188.0,2,2024-02-21,-100.0,2024,2024-02,2024-W08,2024-02-19
2024-02-22,LONG,2024-02-22 10:05:00-05:00,17884.1,17844.1,18004.1,40,120.0,TP,18004.1,120.0,3.0,47,235,-38.3,129.0,113.0,2228,1.457,0.995,1.282,2238.3,3,2024-02-22,300.0,2024,2024-02,2024-W08,2024-02-19
2024-02-26,LONG,2024-02-26 10:15:00-05:00,17980.4,17940.4,18100.4,40,120.0,SL,17940.4,-40.0,-1.0,40,200,-44.0,32.4,98.3,1972,1.435,0.911,0.867,2165.7,0,2024-02-26,-100.0,2024,2024-02,2024-W09,2024-02-26
2024-02-29,LONG,2024-02-29 10:00:00-05:00,18027.8,17987.8,18147.8,40,120.0,SL,17987.8,-40.0,-1.0,2,10,-83.4,4.4,207.5,2070,1.299,0.968,1.009,2139.3,3,2024-02-29,-100.0,2024,2024-02,2024-W09,2024-02-26
2024-03-01,LONG,2024-03-01 10:05:00-05:00,18141.0,18101.0,18261.0,40,120.0,TP,18261.0,120.0,3.0,36,180,-32.3,128.5,130.0,2076,1.499,0.965,1.16,2150.3,4,2024-03-01,300.0,2024,2024-03,2024-W09,2024-02-26
2024-03-04,SHORT,2024-03-04 10:00:00-05:00,18259.1,18299.1,18139.1,40,120.0,SL,18299.1,-40.0,-1.0,9,45,-40.7,10.7,66.3,2090,1.768,0.971,1.4,2152.0,0,2024-03-04,-100.0,2024,2024-03,2024-W10,2024-03-04
2024-03-05,SHORT,2024-03-05 10:00:00-05:00,18041.1,18081.1,17921.1,40,120.0,TP,17921.1,120.0,3.0,6,30,-1.3,140.2,82.4,2204,1.622,1.017,1.552,2167.7,1,2024-03-05,300.0,2024,2024-03,2024-W10,2024-03-04
2024-03-07,LONG,2024-03-07 10:00:00-05:00,18168.1,18128.1,18288.1,40,120.0,TP,18288.1,120.0,3.0,25,125,-15.2,121.4,271.6,2054,1.339,0.925,1.104,2220.7,3,2024-03-07,300.0,2024,2024-03,2024-W10,2024-03-04
2024-03-11,SHORT,2024-03-11 10:00:00-04:00,17892.7,17932.7,17772.7,40,120.0,SL,17932.7,-40.0,-1.0,6,30,-74.9,13.1,128.4,2272,1.477,0.961,1.323,2364.7,0,2024-03-11,-100.0,2024,2024-03,2024-W11,2024-03-11
2024-03-13,SHORT,2024-03-13 10:00:00-04:00,18071.1,18111.1,17951.1,40,120.0,SL,18111.1,-40.0,-1.0,8,40,-53.2,7.6,91.5,2078,1.524,0.931,1.226,2231.0,2,2024-03-13,-100.0,2024,2024-03,2024-W11,2024-03-11
2024-03-14,SHORT,2024-03-14 10:00:00-04:00,17990.5,18030.5,17870.5,40,120.0,SL,18030.5,-40.0,-1.0,2,10,-69.1,3.3,84.6,2232,1.333,0.967,1.147,2308.0,3,2024-03-14,-100.0,2024,2024-03,2024-W11,2024-03-11
2024-03-15,SHORT,2024-03-15 10:00:00-04:00,17824.5,17864.5,17704.5,40,120.0,SL,17864.5,-40.0,-1.0,3,15,-42.9,39.0,188.5,2348,1.449,1.035,1.433,2268.3,4,2024-03-15,-100.0,2024,2024-03,2024-W11,2024-03-11
2024-03-18,LONG,2024-03-18 10:00:00-04:00,18052.8,18012.8,18172.8,40,120.0,SL,18012.8,-40.0,-1.0,34,170,-48.8,72.9,156.4,2208,1.678,0.987,1.437,2236.3,0,2024-03-18,-100.0,2024,2024-03,2024-W12,2024-03-18
2024-03-27,SHORT,2024-03-27 10:00:00-04:00,18184.3,18224.3,18064.3,40,120.0,SL,18224.3,-40.0,-1.0,30,150,-44.3,27.9,99.8,2348,2.045,1.038,1.617,2261.7,2,2024-03-27,-100.0,2024,2024-03,2024-W13,2024-03-25
2024-03-28,LONG,2024-03-28 10:00:00-04:00,18305.7,18265.7,18425.7,40,120.0,SL,18265.7,-40.0,-1.0,2,10,-50.9,2.4,68.6,2024,1.43,0.942,1.133,2149.3,3,2024-03-28,-100.0,2024,2024-03,2024-W13,2024-03-25
2024-04-02,SHORT,2024-04-02 10:05:00-04:00,18036.2,18076.2,17916.2,40,120.0,SL,18076.2,-40.0,-1.0,18,90,-44.3,39.5,239.1,2114,1.253,0.969,0.971,2182.3,1,2024-04-02,-100.0,2024,2024-04,2024-W14,2024-04-01
2024-04-03,LONG,2024-04-03 10:00:00-04:00,18149.1,18109.1,18269.1,40,120.0,SL,18109.1,-40.0,-1.0,63,315,-52.6,95.5,87.2,2300,1.612,1.135,2.064,2026.0,2,2024-04-03,-100.0,2024,2024-04,2024-W14,2024-04-01
2024-04-09,SHORT,2024-04-09 10:30:00-04:00,18051.3,18091.3,17931.3,40,120.0,SL,18091.3,-40.0,-1.0,20,100,-55.2,80.6,140.2,2754,1.401,1.067,1.161,2581.3,1,2024-04-09,-100.0,2024,2024-04,2024-W15,2024-04-08
2024-04-15,SHORT,2024-04-15 10:10:00-04:00,18061.0,18101.0,17941.0,40,120.0,TP,17941.0,120.0,3.0,28,140,-30.0,124.9,108.4,2322,1.369,1.104,1.52,2103.7,0,2024-04-15,300.0,2024,2024-04,2024-W16,2024-04-15
2024-04-18,SHORT,2024-04-18 10:00:00-04:00,17448.8,17488.8,17328.8,40,120.0,SL,17488.8,-40.0,-1.0,1,5,-42.9,3.5,107.5,2208,1.385,0.992,1.358,2225.3,3,2024-04-18,-100.0,2024,2024-04,2024-W16,2024-04-15
2024-04-22,SHORT,2024-04-22 10:20:00-04:00,17071.3,17111.3,16951.3,40,120.0,SL,17111.3,-40.0,-1.0,20,100,-52.9,64.6,80.0,2134,1.347,0.984,0.998,2169.3,0,2024-04-22,-100.0,2024,2024-04,2024-W17,2024-04-22
2024-04-23,LONG,2024-04-23 10:00:00-04:00,17349.8,17309.8,17469.8,40,120.0,TP,17469.8,120.0,3.0,27,135,-2.8,124.2,116.5,2220,1.689,1.126,1.798,1971.7,1,2024-04-23,300.0,2024,2024-04,2024-W17,2024-04-22
