date,side,entry_time_ny,entry,stop,target,stop_dist,tp_dist,outcome,exit,pnl_pts,R,bars_held,mins_held,mae_pts,mfe_pts,range_w,bo_vol,vol_trail_rel,vol_pm_rel,vol_z,pm_avg_vol,dow,dt,usd,year,month,week,week_start
2024-11-11,SHORT,2024-11-11 10:00:00-05:00,21068.2,21108.2,20948.2,40,120.0,SL,21108.2,-40.0,-1.0,2,10,-45.1,4.8,71.7,2234,1.672,0.974,1.405,2294.3,0,2024-11-11,-100.0,2024,2024-11,2024-W46,2024-11-11
2024-11-13,SHORT,2024-11-13 10:00:00-05:00,21023.6,21063.6,20903.6,40,120.0,SL,21063.6,-40.0,-1.0,17,85,-54.8,51.4,128.1,2240,1.278,0.974,1.142,2300.7,2,2024-11-13,-100.0,2024,2024-11,2024-W46,2024-11-11
2024-11-14,SHORT,2024-11-14 10:15:00-05:00,20957.5,20997.5,20837.5,40,120.0,SL,20997.5,-40.0,-1.0,2,10,-60.1,0.5,99.9,2244,1.254,0.958,0.928,2342.3,3,2024-11-14,-100.0,2024,2024-11,2024-W46,2024-11-11
2024-11-15,SHORT,2024-11-15 10:00:00-05:00,20587.3,20627.3,20467.3,40,120.0,TP,20467.3,120.0,3.0,11,55,-15.3,127.8,121.8,2274,1.417,1.0,1.377,2274.3,4,2024-11-15,300.0,2024,2024-11,2024-W46,2024-11-11
2024-11-20,SHORT,2024-11-20 10:00:00-05:00,20534.3,20574.3,20414.3,40,120.0,TP,20414.3,120.0,3.0,4,20,-2.3,127.5,109.2,2198,1.555,0.981,1.309,2241.7,2,2024-11-20,300.0,2024,2024-11,2024-W47,2024-11-18
2024-11-21,SHORT,2024-11-21 10:25:00-05:00,20459.2,20499.2,20339.2,40,120.0,SL,20499.2,-40.0,-1.0,2,10,-58.0,15.5,292.2,2340,1.206,0.941,0.707,2485.7,3,2024-11-21,-100.0,2024,2024-11,2024-W47,2024-11-18
2024-11-25,SHORT,2024-11-25 10:00:00-05:00,20870.9,20910.9,20750.9,40,120.0,TP,20750.9,120.0,3.0,29,145,-30.3,122.5,113.5,2468,1.627,1.026,1.56,2405.7,0,2024-11-25,300.0,2024,2024-11,2024-W48,2024-11-25
2024-11-27,SHORT,2024-11-27 10:00:00-05:00,20796.3,20836.3,20676.3,40,120.0,TP,20676.3,120.0,3.0,7,35,-7.0,125.5,85.1,2130,1.614,0.99,1.425,2151.0,2,2024-11-27,300.0,2024,2024-11,2024-W48,2024-11-25
2024-11-28,LONG,2024-11-28 10:00:00-05:00,20836.4,20796.4,20956.4,40,120.0,TIMEOUT,20837.5,1.1,0.027,35,175,-10.4,20.4,34.2,672,1.234,0.848,0.672,792.3,3,2024-11-28,2.7,2024,2024-11,2024-W48,2024-11-25
2024-11-29,LONG,2024-11-29 10:00:00-05:00,20864.1,20824.1,20984.1,40,120.0,TIMEOUT,20940.6,76.5,1.912,38,190,0.0,102.5,97.0,1868,1.424,0.916,1.074,2039.0,4,2024-11-29,191.2,2024,2024-11,2024-W48,2024-11-25
2024-12-02,LONG,2024-12-02 10:00:00-05:00,21133.4,21093.4,21253.4,40,120.0,TIMEOUT,21186.2,52.8,1.32,72,360,-33.2,84.8,105.7,2198,1.633,1.032,1.622,2130.7,0,2024-12-02,132.0,2024,2024-12,2024-W49,2024-12-02
2024-12-06,LONG,2024-12-06 10:00:00-05:00,21566.6,21526.6,21686.6,40,120.0,TIMEOUT,21604.3,37.7,0.943,72,360,-28.0,67.0,85.5,1990,1.409,0.982,1.235,2026.7,4,2024-12-06,94.3,2024,2024-12,2024-W49,2024-12-02
2024-12-09,SHORT,2024-12-09 10:25:00-05:00,21527.0,21567.0,21407.0,40,120.0,TIMEOUT,21441.0,86.0,2.15,67,335,-21.7,117.3,117.2,2076,1.472,0.987,1.034,2103.7,0,2024-12-09,215.0,2024,2024-12,2024-W50,2024-12-09
2024-12-10,LONG,2024-12-10 10:00:00-05:00,21552.4,21512.4,21672.4,40,120.0,SL,21512.4,-40.0,-1.0,10,50,-57.1,29.2,88.4,2104,1.75,0.956,1.365,2200.7,1,2024-12-10,-100.0,2024,2024-12,2024-W50,2024-12-09
2024-12-11,LONG,2024-12-11 10:00:00-05:00,21669.1,21629.1,21789.1,40,120.0,TP,21789.1,120.0,3.0,43,215,-17.4,120.0,183.7,2090,1.478,0.984,1.297,2123.3,2,2024-12-11,300.0,2024,2024-12,2024-W50,2024-12-09
2024-12-13,LONG,2024-12-13 10:00:00-05:00,21845.3,21805.3,21965.3,40,120.0,SL,21805.3,-40.0,-1.0,1,5,-44.9,3.3,118.0,2160,1.691,1.013,1.464,2132.7,4,2024-12-13,-100.0,2024,2024-12,2024-W50,2024-12-09
2024-12-16,LONG,2024-12-16 10:00:00-05:00,21978.9,21938.9,22098.9,40,120.0,SL,21938.9,-40.0,-1.0,3,15,-41.1,0.6,120.3,2236,1.645,0.97,1.372,2305.7,0,2024-12-16,-100.0,2024,2024-12,2024-W51,2024-12-16
2024-12-17,SHORT,2024-12-17 10:00:00-05:00,21970.8,22010.8,21850.8,40,120.0,SL,22010.8,-40.0,-1.0,12,60,-40.5,35.0,94.8,2352,1.67,0.987,1.396,2384.0,1,2024-12-17,-100.0,2024,2024-12,2024-W51,2024-12-16
2024-12-23,SHORT,2024-12-23 10:05:00-05:00,21225.9,21265.9,21105.9,40,120.0,SL,21265.9,-40.0,-1.0,2,10,-51.9,37.8,189.3,2292,1.334,0.962,1.145,2382.7,0,2024-12-23,-100.0,2024,2024-12,2024-W52,2024-12-23
2024-12-24,LONG,2024-12-24 10:00:00-05:00,21642.5,21602.5,21762.5,40,120.0,TP,21762.5,120.0,3.0,37,185,-30.7,120.8,108.3,1932,1.541,0.906,1.108,2132.0,1,2024-12-24,300.0,2024,2024-12,2024-W52,2024-12-23
2024-12-27,SHORT,2024-12-27 10:00:00-05:00,21330.7,21370.7,21210.7,40,120.0,SL,21370.7,-40.0,-1.0,17,85,-42.1,98.0,110.7,2406,1.65,1.032,1.589,2330.3,4,2024-12-27,-100.0,2024,2024-12,2024-W52,2024-12-23
2024-12-30,SHORT,2024-12-30 10:00:00-05:00,21044.2,21084.2,20924.2,40,120.0,SL,21084.2,-40.0,-1.0,2,10,-45.8,24.5,314.1,2438,1.358,1.033,1.606,2360.3,0,2024-12-30,-100.0,2024,2024-12,2025-W01,2024-12-30
2024-12-31,SHORT,2024-12-31 10:05:00-05:00,21090.8,21130.8,20970.8,40,120.0,SL,21130.8,-40.0,-1.0,1,5,-40.6,16.9,163.8,2324,1.545,1.009,1.407,2303.7,1,2024-12-31,-100.0,2024,2024-12,2025-W01,2024-12-30
2025-01-02,SHORT,2025-01-02 10:20:00-05:00,21017.6,21057.6,20897.6,40,120.0,SL,21057.6,-40.0,-1.0,1,5,-46.6,5.6,170.7,2516,1.279,1.022,1.147,2462.3,3,2025-01-02,-100.0,2025,2025-01,2025-W01,2024-12-30
2025-01-03,LONG,2025-01-03 10:00:00-05:00,21172.0,21132.0,21292.0,40,120.0,SL,21132.0,-40.0,-1.0,2,10,-86.4,15.0,93.4,2372,1.726,1.019,1.553,2327.0,4,2025-01-03,-100.0,2025,2025-01,2025-W01,2024-12-30
2025-01-06,LONG,2025-01-06 10:00:00-05:00,21581.1,21541.1,21701.1,40,120.0,SL,21541.1,-40.0,-1.0,2,10,-40.0,32.5,219.6,2312,1.449,1.008,1.268,2294.3,0,2025-01-06,-100.0,2025,2025-01,2025-W02,2025-01-06
2025-01-07,SHORT,2025-01-07 10:00:00-05:00,21364.3,21404.3,21244.3,40,120.0,TP,21244.3,120.0,3.0,7,35,-34.1,180.6,108.0,2502,1.728,1.058,1.686,2365.3,1,2025-01-07,300.0,2025,2025-01,2025-W02,2025-01-06
2025-01-10,SHORT,2025-01-10 10:00:00-05:00,20712.3,20752.3,20592.3,40,120.0,SL,20752.3,-40.0,-1.0,4,20,-61.4,65.1,325.8,2496,1.26,1.024,1.272,2437.7,4,2025-01-10,-100.0,2025,2025-01,2025-W02,2025-01-06
2025-01-16,SHORT,2025-01-16 10:00:00-05:00,21174.1,21214.1,21054.1,40,120.0,SL,21214.1,-40.0,-1.0,1,5,-44.3,10.2,145.0,2370,1.475,0.994,1.437,2385.3,3,2025-01-16,-100.0,2025,2025-01,2025-W03,2025-01-13
2025-01-21,SHORT,2025-01-21 10:10:00-05:00,21351.4,21391.4,21231.4,40,120.0,SL,21391.4,-40.0,-1.0,1,5,-70.3,12.6,152.2,2360,1.453,0.972,1.127,2427.0,1,2025-01-21,-100.0,2025,2025-01,2025-W04,2025-01-20
2025-01-22,LONG,2025-01-22 10:00:00-05:00,21824.4,21784.4,21944.4,40,120.0,TIMEOUT,21800.2,-24.2,-0.605,72,360,-27.2,84.8,94.6,2226,1.609,0.96,1.316,2319.7,2,2025-01-22,-60.5,2025,2025-01,2025-W04,2025-01-20
2025-01-29,SHORT,2025-01-29 10:00:00-05:00,21370.7,21410.7,21250.7,40,120.0,TP,21250.7,120.0,3.0,36,180,-35.8,159.0,136.0,2200,1.322,0.932,1.139,2359.7,2,2025-01-29,300.0,2025,2025-01,2025-W05,2025-01-27
2025-01-30,SHORT,2025-01-30 10:15:00-05:00,21418.1,21458.1,21298.1,40,120.0,TP,21298.1,120.0,3.0,9,45,-32.3,136.4,134.1,2290,1.229,0.962,0.873,2381.3,3,2025-01-30,300.0,2025,2025-01,2025-W05,2025-01-27
2025-01-31,LONG,2025-01-31 10:00:00-05:00,21747.7,21707.7,21867.7,40,120.0,SL,21707.7,-40.0,-1.0,39,195,-55.7,65.2,69.3,2310,1.467,1.0,1.419,2310.7,4,2025-01-31,-100.0,2025,2025-01,2025-W05,2025-01-27
2025-02-03,LONG,2025-02-03 10:20:00-05:00,21172.2,21132.2,21292.2,40,120.0,TP,21292.2,120.0,3.0,4,20,-33.0,137.5,205.2,2400,1.31,0.977,0.899,2455.7,0,2025-02-03,300.0,2025,2025-02,2025-W06,2025-02-03
2025-02-04,LONG,2025-02-04 10:00:00-05:00,21464.9,21424.9,21584.9,40,120.0,SL,21424.9,-40.0,-1.0,29,145,-45.0,91.6,184.2,2288,1.551,0.978,1.353,2338.7,1,2025-02-04,-100.0,2025,2025-02,2025-W06,2025-02-03
2025-02-05,LONG,2025-02-05 10:10:00-05:00,21424.5,21384.5,21544.5,40,120.0,SL,21384.5,-40.0,-1.0,1,5,-47.7,1.8,125.3,2344,1.441,1.027,1.263,2281.7,2,2025-02-05,-100.0,2025,2025-02,2025-W06,2025-02-03
2025-02-06,LONG,2025-02-06 10:10:00-05:00,21706.2,21666.2,21826.2,40,120.0,SL,21666.2,-40.0,-1.0,2,10,-44.4,12.5,123.7,1950,1.279,0.891,0.792,2189.0,3,2025-02-06,-100.0,2025,2025-02,2025-W06,2025-02-03
2025-02-07,SHORT,2025-02-07 10:00:00-05:00,21626.1,21666.1,21506.1,40,120.0,SL,21666.1,-40.0,-1.0,1,5,-40.5,18.5,107.1,2474,1.501,1.118,1.845,2212.0,4,2025-02-07,-100.0,2025,2025-02,2025-W06,2025-02-03
2025-02-10,LONG,2025-02-10 10:00:00-05:00,21695.9,21655.9,21815.9,40,120.0,TIMEOUT,21717.5,21.6,0.54,72,360,-1.2,78.8,107.9,2208,1.629,0.958,1.338,2306.0,0,2025-02-10,54.0,2025,2025-02,2025-W07,2025-02-10
2025-02-11,LONG,2025-02-11 10:05:00-05:00,21679.8,21639.8,21799.8,40,120.0,SL,21639.8,-40.0,-1.0,23,115,-49.9,75.6,117.7,2160,1.405,1.013,1.281,2133.0,1,2025-02-11,-100.0,2025,2025-02,2025-W07,2025-02-10
2025-02-13,LONG,2025-02-13 10:00:00-05:00,21824.6,21784.6,21944.6,40,120.0,SL,21784.6,-40.0,-1.0,1,5,-53.4,5.5,145.4,2216,1.33,0.955,1.093,2320.7,3,2025-02-13,-100.0,2025,2025-02,2025-W07,2025-02-10
2025-02-17,SHORT,2025-02-17 10:00:00-05:00,22119.5,22159.5,21999.5,40,120.0,TIMEOUT,22139.4,-19.9,-0.498,35,175,-35.9,5.5,49.8,1034,1.463,0.804,0.787,1285.3,0,2025-02-17,-49.8,2025,2025-02,2025-W08,2025-02-17
2025-02-18,SHORT,2025-02-18 10:00:00-05:00,22084.5,22124.5,21964.5,40,120.0,SL,22124.5,-40.0,-1.0,71,355,-61.4,73.8,65.8,2370,1.84,1.036,1.556,2288.7,1,2025-02-18,-100.0,2025,2025-02,2025-W08,2025-02-17
2025-02-19,SHORT,2025-02-19 10:00:00-05:00,22054.9,22094.9,21934.9,40,120.0,SL,22094.9,-40.0,-1.0,6,30,-43.9,24.5,95.7,2194,1.582,1.015,1.529,2160.7,2,2025-02-19,-100.0,2025,2025-02,2025-W08,2025-02-17
2025-02-20,SHORT,2025-02-20 10:00:00-05:00,21942.6,21982.6,21822.6,40,120.0,SL,21982.6,-40.0,-1.0,3,15,-55.1,35.9,80.8,2534,1.888,1.096,1.851,2312.2,3,2025-02-20,-100.0,2025,2025-02,2025-W08,2025-02-17
2025-02-21,SHORT,2025-02-21 10:00:00-05:00,22004.2,22044.2,21884.2,40,120.0,TP,21884.2,120.0,3.0,8,40,-20.1,148.9,140.6,2294,1.711,1.001,1.446,2292.3,4,2025-02-21,300.0,2025,2025-02,2025-W08,2025-02-17
2025-02-24,SHORT,2025-02-24 10:00:00-05:00,21418.3,21458.3,21298.3,40,120.0,SL,21458.3,-40.0,-1.0,2,10,-84.4,57.3,110.7,2522,1.691,1.017,1.528,2479.0,0,2025-02-24,-100.0,2025,2025-02,2025-W09,2025-02-24
2025-02-25,SHORT,2025-02-25 10:00:00-05:00,21113.5,21153.5,20993.5,40,120.0,TP,20993.5,120.0,3.0,4,20,-37.3,157.0,164.8,2434,1.447,0.982,1.39,2479.3,1,2025-02-25,300.0,2025,2025-02,2025-W09,2025-02-24
2025-02-26,LONG,2025-02-26 10:15:00-05:00,21289.3,21249.3,21409.3,40,120.0,SL,21249.3,-40.0,-1.0,2,10,-86.1,13.4,107.7,2286,1.25,0.952,0.879,2401.3,2,2025-02-26,-100.0,2025,2025-02,2025-W09,2025-02-24
2025-02-27,SHORT,2025-02-27 10:00:00-05:00,20909.6,20949.6,20789.6,40,120.0,SL,20949.6,-40.0,-1.0,2,10,-110.4,25.8,135.6,2546,1.361,1.022,1.396,2491.0,3,2025-02-27,-100.0,2025,2025-02,2025-W09,2025-02-24
2025-02-28,LONG,2025-02-28 10:10:00-05:00,20629.2,20589.2,20749.2,40,120.0,SL,20589.2,-40.0,-1.0,1,5,-57.5,3.8,129.4,2456,1.225,0.973,1.061,2523.8,4,2025-02-28,-100.0,2025,2025-02,2025-W09,2025-02-24
2025-03-03,SHORT,2025-03-03 10:00:00-05:00,20813.2,20853.2,20693.2,40,120.0,SL,20853.2,-40.0,-1.0,4,20,-62.2,61.8,211.8,2514,1.535,1.01,1.545,2490.3,0,2025-03-03,-100.0,2025,2025-03,2025-W10,2025-03-03
2025-03-04,SHORT,2025-03-04 10:00:00-05:00,20170.2,20210.2,20050.2,40,120.0,TP,20050.2,120.0,3.0,3,15,-29.0,128.8,305.7,2586,1.276,1.015,1.54,2546.8,1,2025-03-04,300.0,2025,2025-03,2025-W10,2025-03-03
2025-03-05,SHORT,2025-03-05 10:15:00-05:00,20328.4,20368.4,20208.4,40,120.0,SL,20368.4,-40.0,-1.0,4,20,-64.3,73.9,249.0,2446,1.235,0.994,1.06,2460.3,2,2025-03-05,-100.0,2025,2025-03,2025-W10,2025-03-03
2025-03-10,SHORT,2025-03-10 10:00:00-04:00,19673.5,19713.5,19553.5,40,120.0,SL,19713.5,-40.0,-1.0,3,15,-41.0,31.4,278.2,2460,1.401,0.994,1.414,2475.7,0,2025-03-10,-100.0,2025,2025-03,2025-W11,2025-03-10
2025-03-11,SHORT,2025-03-11 10:00:00-04:00,19354.1,19394.1,19234.1,40,120.0,SL,19394.1,-40.0,-1.0,1,5,-151.2,4.5,177.4,2532,1.371,1.013,1.522,2498.7,1,2025-03-11,-100.0,2025,2025-03,2025-W11,2025-03-10
2025-03-13,SHORT,2025-03-13 10:00:00-04:00,19377.2,19417.2,19257.2,40,120.0,SL,19417.2,-40.0,-1.0,1,5,-47.9,0.9,229.6,2488,1.356,1.0,1.417,2487.7,3,2025-03-13,-100.0,2025,2025-03,2025-W11,2025-03-10
2025-03-17,LONG,2025-03-17 10:10:00-04:00,19798.1,19758.1,19918.1,40,120.0,SL,19758.1,-40.0,-1.0,3,15,-94.8,3.8,223.6,2414,1.276,0.993,1.128,2431.0,0,2025-03-17,-100.0,2025,2025-03,2025-W12,2025-03-17
2025-03-18,SHORT,2025-03-18 10:00:00-04:00,19476.9,19516.9,19356.9,40,120.0,SL,19516.9,-40.0,-1.0,8,40,-42.0,51.2,151.2,2452,1.41,0.984,1.353,2491.3,1,2025-03-18,-100.0,2025,2025-03,2025-W12,2025-03-17
2025-03-19,LONG,2025-03-19 10:00:00-04:00,19650.0,19610.0,19770.0,40,120.0,SL,19610.0,-40.0,-1.0,8,40,-45.9,37.3,131.0,2206,1.521,0.944,1.259,2337.7,2,2025-03-19,-100.0,2025,2025-03,2025-W12,2025-03-17
2025-03-24,LONG,2025-03-24 10:00:00-04:00,20113.0,20073.0,20233.0,40,120.0,TIMEOUT,20159.8,46.8,1.17,72,360,-39.6,93.9,175.4,2260,1.573,0.974,1.381,2320.0,0,2025-03-24,117.0,2025,2025-03,2025-W13,2025-03-24
2025-03-26,SHORT,2025-03-26 10:00:00-04:00,20129.9,20169.9,20009.9,40,120.0,TP,20009.9,120.0,3.0,22,110,-14.0,132.1,68.1,2356,1.612,1.004,1.5,2346.3,2,2025-03-26,300.0,2025,2025-03,2025-W13,2025-03-24
2025-03-28,SHORT,2025-03-28 10:00:00-04:00,19648.1,19688.1,19528.1,40,120.0,TP,19528.1,120.0,3.0,2,10,-3.0,134.7,161.9,2436,1.309,1.029,1.442,2368.0,4,2025-03-28,300.0,2025,2025-03,2025-W13,2025-03-24
2025-03-31,SHORT,2025-03-31 10:15:00-04:00,18910.9,18950.9,18790.9,40,120.0,SL,18950.9,-40.0,-1.0,3,15,-64.5,38.5,152.7,2338,1.239,0.934,0.856,2504.3,0,2025-03-31,-100.0,2025,2025-03,2025-W14,2025-03-31
2025-04-01,SHORT,2025-04-01 10:10:00-04:00,19119.0,19159.0,18999.0,40,120.0,SL,19159.0,-40.0,-1.0,2,10,-44.1,38.6,198.6,2434,1.318,1.001,1.166,2431.3,1,2025-04-01,-100.0,2025,2025-04,2025-W14,2025-03-31
2025-04-02,LONG,2025-04-02 10:00:00-04:00,19432.2,19392.2,19552.2,40,120.0,SL,19392.2,-40.0,-1.0,1,5,-93.8,7.5,269.7,2406,1.333,0.982,1.358,2450.7,2,2025-04-02,-100.0,2025,2025-04,2025-W14,2025-03-31
2025-04-09,LONG,2025-04-09 10:00:00-04:00,17361.7,17321.7,17481.7,40,120.0,SL,17321.7,-40.0,-1.0,1,5,-156.4,3.3,551.7,2466,1.285,0.996,1.303,2477.0,2,2025-04-09,-100.0,2025,2025-04,2025-W15,2025-04-07
2025-04-15,LONG,2025-04-15 10:00:00-04:00,18929.4,18889.4,19049.4,40,120.0,SL,18889.4,-40.0,-1.0,3,15,-115.1,67.0,204.1,2396,1.343,1.004,1.511,2386.0,1,2025-04-15,-100.0,2025,2025-04,2025-W16,2025-04-14
2025-04-17,SHORT,2025-04-17 10:00:00-04:00,18299.0,18339.0,18179.0,40,120.0,TP,18179.0,120.0,3.0,5,25,-17.5,124.7,194.1,2398,1.275,0.983,1.246,2439.7,3,2025-04-17,300.0,2025,2025-04,2025-W16,2025-04-14
2025-04-21,SHORT,2025-04-21 10:00:00-04:00,17835.6,17875.6,17715.6,40,120.0,TP,17715.6,120.0,3.0,18,90,-20.5,132.2,176.1,2364,1.57,1.026,1.572,2304.5,0,2025-04-21,300.0,2025,2025-04,2025-W17,2025-04-21
2025-04-22,LONG,2025-04-22 10:00:00-04:00,18136.4,18096.4,18256.4,40,120.0,TP,18256.4,120.0,3.0,16,80,-23.0,120.5,186.1,2146,1.39,0.913,1.118,2350.0,1,2025-04-22,300.0,2025,2025-04,2025-W17,2025-04-21
2025-04-23,LONG,2025-04-23 10:00:00-04:00,18933.1,18893.1,19053.1,40,120.0,SL,18893.1,-40.0,-1.0,3,15,-79.8,46.0,257.4,2435,1.47,1.002,1.423,2431.0,2,2025-04-23,-100.0,2025,2025-04,2025-W17,2025-04-21
2025-04-24,LONG,2025-04-24 10:00:00-04:00,18949.0,18909.0,19069.0,40,120.0,TP,19069.0,120.0,3.0,14,70,-22.0,136.1,281.6,2322,1.36,1.0,1.463,2323.0,3,2025-04-24,300.0,2025,2025-04,2025-W17,2025-04-21
2025-04-30,SHORT,2025-04-30 10:00:00-04:00,19060.5,19100.5,18940.5,40,120.0,SL,19100.5,-40.0,-1.0,1,5,-55.0,14.0,390.1,2492,1.216,1.016,1.494,2451.7,2,2025-04-30,-100.0,2025,2025-04,2025-W18,2025-04-28
2025-05-08,SHORT,2025-05-08 10:00:00-04:00,20016.1,20056.1,19896.1,40,120.0,TP,19896.1,120.0,3.0,11,55,-12.0,124.4,137.8,2100,1.263,0.909,0.873,2310.0,3,2025-05-08,300.0,2025,2025-05,2025-W19,2025-05-05
2025-05-09,SHORT,2025-05-09 10:25:00-04:00,20047.4,20087.4,19927.4,40,120.0,SL,20087.4,-40.0,-1.0,8,40,-41.9,75.2,138.5,2298,1.358,1.028,1.069,2235.3,4,2025-05-09,-100.0,2025,2025-05,2025-W19,2025-05-05
2025-05-13,LONG,2025-05-13 10:00:00-04:00,21061.9,21021.9,21181.9,40,120.0,TP,21181.9,120.0,3.0,14,70,-1.7,123.1,231.2,2160,1.277,0.936,0.981,2308.3,1,2025-05-13,300.0,2025,2025-05,2025-W20,2025-05-12
2025-05-19,LONG,2025-05-19 10:00:00-04:00,21317.1,21277.1,21437.1,40,120.0,TP,21437.1,120.0,3.0,36,180,-12.0,135.8,175.5,2222,1.465,0.976,1.328,2276.5,0,2025-05-19,300.0,2025,2025-05,2025-W21,2025-05-19
2025-05-20,SHORT,2025-05-20 10:05:00-04:00,21302.5,21342.5,21182.5,40,120.0,SL,21342.5,-40.0,-1.0,2,10,-41.6,8.3,89.6,2142,1.424,0.937,1.082,2286.7,1,2025-05-20,-100.0,2025,2025-05,2025-W21,2025-05-19
2025-05-21,LONG,2025-05-21 10:00:00-04:00,21330.0,21290.0,21450.0,40,120.0,TP,21450.0,120.0,3.0,13,65,-23.6,122.7,125.1,2336,1.58,1.057,1.737,2209.3,2,2025-05-21,300.0,2025,2025-05,2025-W21,2025-05-19
2025-05-22,LONG,2025-05-22 10:00:00-04:00,21246.1,21206.1,21366.1,40,120.0,SL,21206.1,-40.0,-1.0,2,10,-47.5,19.1,202.7,2348,1.31,0.994,1.433,2361.0,3,2025-05-22,-100.0,2025,2025-05,2025-W21,2025-05-19
2025-05-27,LONG,2025-05-27 10:15:00-04:00,21322.3,21282.3,21442.3,40,120.0,TIMEOUT,21396.3,74.0,1.85,69,345,-23.8,114.5,154.0,1984,1.214,0.894,0.664,2220.2,1,2025-05-27,185.0,2025,2025-05,2025-W22,2025-05-26
2025-05-29,SHORT,2025-05-29 10:00:00-04:00,21442.1,21482.1,21322.1,40,120.0,TP,21322.1,120.0,3.0,23,115,-33.7,161.7,238.4,2346,1.394,0.988,1.407,2373.5,3,2025-05-29,300.0,2025,2025-05,2025-W22,2025-05-26
2025-06-02,LONG,2025-06-02 10:05:00-04:00,21280.5,21240.5,21400.5,40,120.0,TP,21400.5,120.0,3.0,21,105,-36.8,123.8,133.8,2386,1.541,1.014,1.357,2352.3,0,2025-06-02,300.0,2025,2025-06,2025-W23,2025-06-02
2025-06-03,LONG,2025-06-03 10:00:00-04:00,21581.7,21541.7,21701.7,40,120.0,SL,21541.7,-40.0,-1.0,1,5,-58.0,13.5,155.3,2234,1.56,0.988,1.447,2260.3,1,2025-06-03,-100.0,2025,2025-06,2025-W23,2025-06-02
2025-06-05,SHORT,2025-06-05 10:05:00-04:00,21673.3,21713.3,21553.3,40,120.0,SL,21713.3,-40.0,-1.0,3,15,-70.0,1.2,179.2,2246,1.258,0.949,0.955,2365.7,3,2025-06-05,-100.0,2025,2025-06,2025-W23,2025-06-02
2025-06-06,LONG,2025-06-06 10:00:00-04:00,21786.0,21746.0,21906.0,40,120.0,SL,21746.0,-40.0,-1.0,5,25,-49.6,26.0,181.2,2204,1.26,0.942,1.021,2340.7,4,2025-06-06,-100.0,2025,2025-06,2025-W23,2025-06-02
2025-06-09,LONG,2025-06-09 10:10:00-04:00,21824.6,21784.6,21944.6,40,120.0,SL,21784.6,-40.0,-1.0,70,350,-48.9,38.0,91.3,2048,1.427,0.896,0.903,2286.7,0,2025-06-09,-100.0,2025,2025-06,2025-W24,2025-06-09
2025-06-10,LONG,2025-06-10 10:10:00-04:00,21850.0,21810.0,21970.0,40,120.0,SL,21810.0,-40.0,-1.0,16,80,-129.2,16.6,133.2,2020,1.369,0.886,0.845,2281.0,1,2025-06-10,-100.0,2025,2025-06,2025-W24,2025-06-09
2025-06-12,LONG,2025-06-12 10:05:00-04:00,21874.0,21834.0,21994.0,40,120.0,TIMEOUT,21915.7,41.7,1.043,71,355,-7.6,86.2,148.9,2168,1.353,0.99,1.237,2189.3,3,2025-06-12,104.3,2025,2025-06,2025-W24,2025-06-09
2025-06-13,LONG,2025-06-13 10:00:00-04:00,21714.7,21674.7,21834.7,40,120.0,SL,21674.7,-40.0,-1.0,2,10,-52.8,18.1,136.5,2176,1.408,0.966,1.307,2253.7,4,2025-06-13,-100.0,2025,2025-06,2025-W24,2025-06-09
2025-06-16,LONG,2025-06-16 10:00:00-04:00,21937.5,21897.5,22057.5,40,120.0,TIMEOUT,21944.9,7.4,0.185,72,360,-33.4,50.4,134.5,2096,1.56,0.937,1.254,2237.3,0,2025-06-16,18.5,2025,2025-06,2025-W25,2025-06-16
2025-06-18,LONG,2025-06-18 10:20:00-04:00,21838.6,21798.6,21958.6,40,120.0,SL,21798.6,-40.0,-1.0,20,100,-44.5,28.6,112.6,1934,1.311,0.928,0.771,2083.7,2,2025-06-18,-100.0,2025,2025-06,2025-W25,2025-06-16
2025-06-19,SHORT,2025-06-19 10:00:00-04:00,21469.3,21509.3,21349.3,40,120.0,SL,21509.3,-40.0,-1.0,12,60,-42.5,16.3,136.2,1470,1.339,0.934,1.012,1573.3,3,2025-06-19,-100.0,2025,2025-06,2025-W25,2025-06-16
2025-06-23,LONG,2025-06-23 10:00:00-04:00,21740.1,21700.1,21860.1,40,120.0,SL,21700.1,-40.0,-1.0,24,120,-41.4,61.0,168.0,2194,1.583,0.994,1.413,2208.3,0,2025-06-23,-100.0,2025,2025-06,2025-W26,2025-06-23
2025-06-27,LONG,2025-06-27 10:00:00-04:00,22588.4,22548.4,22708.4,40,120.0,SL,22548.4,-40.0,-1.0,10,50,-40.7,26.5,82.5,1938,1.454,0.944,1.179,2053.3,4,2025-06-27,-100.0,2025,2025-06,2025-W26,2025-06-23
2025-06-30,SHORT,2025-06-30 10:00:00-04:00,22634.5,22674.5,22514.5,40,120.0,SL,22674.5,-40.0,-1.0,64,320,-50.2,50.7,64.9,2048,1.67,0.936,1.28,2189.0,0,2025-06-30,-100.0,2025,2025-06,2025-W27,2025-06-30
2025-07-01,SHORT,2025-07-01 10:30:00-04:00,22543.4,22583.4,22423.4,40,120.0,TP,22423.4,120.0,3.0,8,40,-17.3,142.5,108.8,2110,1.308,1.012,0.9,2085.7,1,2025-07-01,300.0,2025,2025-07,2025-W27,2025-06-30
