date,side,entry_time_ny,entry,stop,target,stop_dist,tp_dist,outcome,exit,pnl_pts,R,bars_held,mins_held,mae_pts,mfe_pts,range_w,bo_vol,vol_trail_rel,vol_pm_rel,vol_z,pm_avg_vol,dow,dt,usd,year,month,week,week_start
2023-12-14,SHORT,2023-12-14 10:00:00-05:00,37167.1,37242.1,36904.6,75,262.5,SL,37242.1,-75.0,-1.0,26,130,-95.8,44.2,137.8,2394,1.263,1.003,1.374,2386.7,3,2023-12-14,-100.0,2023,2023-12,2023-W50,2023-12-11
2023-12-15,SHORT,2023-12-15 10:00:00-05:00,37174.9,37249.9,36912.4,75,262.5,SL,37249.9,-75.0,-1.0,8,40,-76.5,16.6,170.5,2350,1.251,0.99,1.055,2373.3,4,2023-12-15,-100.0,2023,2023-12,2023-W50,2023-12-11
2023-12-18,SHORT,2023-12-18 10:00:00-05:00,37345.0,37420.0,37082.5,75,262.5,SL,37420.0,-75.0,-1.0,16,80,-76.8,22.4,46.5,2244,1.586,0.988,1.447,2270.3,0,2023-12-18,-100.0,2023,2023-12,2023-W51,2023-12-18
2023-12-19,LONG,2023-12-19 10:00:00-05:00,37465.5,37390.5,37728.0,75,262.5,TIMEOUT,37570.2,104.7,1.396,72,360,-0.8,130.6,78.0,2232,1.586,0.985,1.427,2265.7,1,2023-12-19,139.6,2023,2023-12,2023-W51,2023-12-18
2023-12-20,LONG,2023-12-20 10:05:00-05:00,37556.6,37481.6,37819.1,75,262.5,SL,37481.6,-75.0,-1.0,57,285,-213.5,120.0,54.6,2132,1.606,0.985,1.265,2164.3,2,2023-12-20,-100.0,2023,2023-12,2023-W51,2023-12-18
2023-12-21,LONG,2023-12-21 10:20:00-05:00,37403.1,37328.1,37665.6,75,262.5,SL,37328.1,-75.0,-1.0,1,5,-108.1,2.6,152.6,2266,1.214,0.969,0.814,2337.7,3,2023-12-21,-100.0,2023,2023-12,2023-W51,2023-12-18
2023-12-22,LONG,2023-12-22 10:00:00-05:00,37528.8,37453.8,37791.3,75,262.5,SL,37453.8,-75.0,-1.0,11,55,-78.8,18.7,132.4,2278,1.456,1.018,1.269,2238.0,4,2023-12-22,-100.0,2023,2023-12,2023-W51,2023-12-18
2023-12-26,LONG,2023-12-26 10:05:00-05:00,37485.1,37410.1,37747.6,75,262.5,TIMEOUT,37595.0,109.9,1.465,71,355,-3.0,177.3,63.6,1632,1.595,0.826,0.898,1974.7,1,2023-12-26,146.5,2023,2023-12,2023-W52,2023-12-25
2023-12-27,LONG,2023-12-27 10:00:00-05:00,37637.9,37562.9,37900.4,75,262.5,TIMEOUT,37724.8,86.9,1.159,72,360,-53.5,94.8,53.4,2050,1.726,0.954,1.342,2148.7,2,2023-12-27,115.9,2023,2023-12,2023-W52,2023-12-25
2023-12-28,LONG,2023-12-28 10:00:00-05:00,37720.0,37645.0,37982.5,75,262.5,TIMEOUT,37732.5,12.5,0.167,72,360,-21.1,81.4,53.6,2046,1.565,0.939,1.238,2179.7,3,2023-12-28,16.7,2023,2023-12,2023-W52,2023-12-25
