date,side,entry_time_ny,entry,stop,target,stop_dist,tp_dist,outcome,exit,pnl_pts,R,bars_held,mins_held,mae_pts,mfe_pts,range_w,bo_vol,vol_trail_rel,vol_pm_rel,vol_z,pm_avg_vol,dow
2023-12-13,SHORT,2023-12-13 10:00:00-05:00,36557.0,36607.0,36457.0,50,100.0,SL,36607.0,-50.0,-1.0,9,45,-54.1,10.3,81.9,2070,1.469,0.937,1.178,2209.0,2
2023-12-14,SHORT,2023-12-14 10:05:00-05:00,37149.0,37199.0,37049.0,50,100.0,SL,37199.0,-50.0,-1.0,5,25,-56.1,26.1,170.8,2378,1.227,0.996,1.193,2386.7,3
2023-12-15,SHORT,2023-12-15 10:00:00-05:00,37174.9,37224.9,37074.9,50,100.0,SL,37224.9,-50.0,-1.0,6,30,-56.6,16.6,228.7,2350,1.251,0.99,1.055,2373.3,4
2023-12-19,LONG,2023-12-19 10:00:00-05:00,37465.5,37415.5,37565.5,50,100.0,TP,37565.5,100.0,2.0,17,85,-0.8,100.4,99.9,2232,1.586,0.985,1.427,2265.7,1
2023-12-21,LONG,2023-12-21 10:20:00-05:00,37403.1,37353.1,37503.1,50,100.0,SL,37353.1,-50.0,-1.0,1,5,-108.1,2.6,169.7,2266,1.214,0.969,0.814,2337.7,3
2023-12-22,LONG,2023-12-22 10:00:00-05:00,37528.8,37478.8,37628.8,50,100.0,SL,37478.8,-50.0,-1.0,3,15,-58.1,17.3,132.4,2278,1.456,1.018,1.269,2238.0,4
2023-12-26,LONG,2023-12-26 10:15:00-05:00,37511.6,37461.6,37611.6,50,100.0,TP,37611.6,100.0,2.0,51,255,-11.2,103.3,91.9,1542,1.356,0.781,0.59,1974.7,1
2023-12-27,LONG,2023-12-27 10:00:00-05:00,37637.9,37587.9,37737.9,50,100.0,SL,37587.9,-50.0,-1.0,48,240,-53.3,94.8,57.1,2050,1.726,0.954,1.342,2148.7,2
2023-12-28,LONG,2023-12-28 10:10:00-05:00,37738.3,37688.3,37838.3,50,100.0,TIMEOUT,37732.5,-5.8,-0.116,70,350,-39.4,63.1,89.2,2012,1.392,0.923,0.954,2179.7,3
2023-12-29,SHORT,2023-12-29 10:45:00-05:00,37704.8,37754.8,37604.8,50,100.0,TP,37604.8,100.0,2.0,10,50,-17.2,104.1,88.9,2308,1.41,1.113,1.193,2073.7,4
2024-01-03,SHORT,2024-01-03 10:05:00-05:00,37550.8,37600.8,37450.8,50,100.0,TP,37450.8,100.0,2.0,6,30,-5.1,109.1,173.4,2306,1.419,1.002,1.274,2302.0,2
2024-01-04,LONG,2024-01-04 10:00:00-05:00,37618.5,37568.5,37718.5,50,100.0,TP,37718.5,100.0,2.0,17,85,-30.3,107.8,89.5,2352,1.519,1.014,1.509,2320.3,3
2024-01-05,LONG,2024-01-05 10:00:00-05:00,37587.8,37537.8,37687.8,50,100.0,SL,37537.8,-50.0,-1.0,3,15,-53.2,42.6,206.0,2464,1.251,1.074,1.339,2295.0,4
2024-01-09,SHORT,2024-01-09 10:00:00-05:00,37401.3,37451.3,37301.3,50,100.0,SL,37451.3,-50.0,-1.0,3,15,-77.6,22.9,174.8,2184,1.442,0.937,1.22,2330.5,1
2024-01-10,LONG,2024-01-10 10:25:00-05:00,37587.7,37537.7,37687.7,50,100.0,TP,37687.7,100.0,2.0,46,230,-34.2,106.3,84.8,2066,1.221,0.907,0.612,2278.7,2
2024-01-11,SHORT,2024-01-11 10:00:00-05:00,37537.1,37587.1,37437.1,50,100.0,TP,37437.1,100.0,2.0,2,10,-10.2,102.1,221.7,2416,1.278,1.012,0.986,2387.0,3
2024-01-17,LONG,2024-01-17 10:00:00-05:00,37296.9,37246.9,37396.9,50,100.0,SL,37246.9,-50.0,-1.0,32,160,-68.4,78.5,116.1,2358,1.372,1.003,1.357,2351.0,2
2024-01-22,LONG,2024-01-22 10:00:00-05:00,38086.9,38036.9,38186.9,50,100.0,SL,38036.9,-50.0,-1.0,12,60,-79.6,46.9,111.5,2288,1.625,0.986,1.431,2321.3,0
2024-01-23,SHORT,2024-01-23 10:00:00-05:00,37935.0,37985.0,37835.0,50,100.0,TP,37835.0,100.0,2.0,17,85,-42.5,110.0,100.8,1582,1.748,0.855,1.071,1849.3,1
2024-01-25,LONG,2024-01-25 10:00:00-05:00,37973.4,37923.4,38073.4,50,100.0,SL,37923.4,-50.0,-1.0,6,30,-54.3,73.7,183.7,1916,1.664,0.958,1.253,2000.3,3
2024-01-26,LONG,2024-01-26 10:00:00-05:00,38094.7,38044.7,38194.7,50,100.0,TP,38194.7,100.0,2.0,8,40,-33.5,104.5,164.5,1936,1.669,0.998,1.357,1939.7,4
2024-01-29,LONG,2024-01-29 10:00:00-05:00,38147.2,38097.2,38247.2,50,100.0,SL,38097.2,-50.0,-1.0,6,30,-50.5,49.2,73.7,1478,1.852,0.901,1.201,1641.2,0
2024-01-30,LONG,2024-01-30 10:05:00-05:00,38340.0,38290.0,38440.0,50,100.0,SL,38290.0,-50.0,-1.0,3,15,-53.3,9.5,66.3,1656,1.856,1.045,1.328,1584.7,1
2024-01-31,SHORT,2024-01-31 10:00:00-05:00,38493.1,38543.1,38393.1,50,100.0,SL,38543.1,-50.0,-1.0,13,65,-58.5,20.0,97.0,1734,1.615,0.9,1.097,1927.0,2
2024-02-01,LONG,2024-02-01 10:10:00-05:00,38258.1,38208.1,38358.1,50,100.0,SL,38208.1,-50.0,-1.0,2,10,-59.0,32.5,118.5,1770,1.559,0.952,1.012,1859.3,3
2024-02-05,SHORT,2024-02-05 10:00:00-05:00,38407.5,38457.5,38307.5,50,100.0,TP,38307.5,100.0,2.0,3,15,-13.0,144.0,172.7,2004,2.359,1.073,1.693,1868.0,0
2024-02-06,LONG,2024-02-06 10:00:00-05:00,38472.3,38422.3,38572.3,50,100.0,SL,38422.3,-50.0,-1.0,2,10,-57.5,1.7,127.2,1964,2.135,1.016,1.557,1932.3,1
