date,side,entry_time_ny,entry,stop,target,stop_dist,tp_dist,outcome,exit,pnl_pts,R,bars_held,mins_held,mae_pts,mfe_pts,range_w,bo_vol,vol_trail_rel,vol_pm_rel,vol_z,pm_avg_vol,dow
2025-08-11,LONG,2025-08-11 10:15:00-04:00,23678.9,23628.9,23778.9,50,100.0,SL,23628.9,-50.0,-1.0,10,50,-51.7,0.0,96.1,1076,1.225,0.904,0.76,1190.3,0
2025-08-12,LONG,2025-08-12 11:10:00-04:00,23739.9,23689.9,23839.9,50,100.0,TP,23839.9,100.0,2.0,37,185,-2.7,102.8,212.1,1028,0.864,0.823,-2.419,1248.3,1
2025-08-13,SHORT,2025-08-13 10:25:00-04:00,23875.0,23925.0,23775.0,50,100.0,TIMEOUT,23868.3,6.7,0.134,67,335,-15.9,70.8,88.1,1168,1.316,0.986,0.875,1184.0,2
2025-08-14,LONG,2025-08-14 10:30:00-04:00,23892.8,23842.8,23992.8,50,100.0,SL,23842.8,-50.0,-1.0,10,50,-61.7,32.8,171.5,1066,0.97,0.87,-0.261,1225.0,3
2025-08-15,SHORT,2025-08-15 10:00:00-04:00,23775.7,23825.7,23675.7,50,100.0,TP,23675.7,100.0,2.0,20,100,-25.7,119.7,90.0,1248,1.424,1.013,1.432,1232.3,4
2025-08-18,LONG,2025-08-18 10:20:00-04:00,23746.8,23696.8,23846.8,50,100.0,SL,23696.8,-50.0,-1.0,2,10,-61.3,5.7,76.2,1070,1.185,0.876,0.585,1221.3,0
2025-08-19,SHORT,2025-08-19 10:00:00-04:00,23653.1,23703.1,23553.1,50,100.0,TP,23553.1,100.0,2.0,6,30,-6.0,107.5,68.7,1204,1.486,0.97,1.353,1241.0,1
2025-08-20,SHORT,2025-08-20 10:00:00-04:00,23105.9,23155.9,23005.9,50,100.0,TP,23005.9,100.0,2.0,3,15,-5.5,107.3,79.6,1294,1.462,0.999,1.457,1295.0,2
2025-08-21,SHORT,2025-08-21 11:50:00-04:00,23139.4,23189.4,23039.4,50,100.0,TIMEOUT,23139.9,-0.5,-0.01,50,250,-48.5,85.8,149.7,1104,0.964,0.879,-0.849,1255.3,3
2025-08-22,LONG,2025-08-22 10:00:00-04:00,23420.8,23370.8,23520.8,50,100.0,TP,23520.8,100.0,2.0,2,10,-2.3,106.0,144.9,1246,1.537,1.044,1.657,1193.0,4
2025-08-25,LONG,2025-08-25 10:00:00-04:00,23485.4,23435.4,23585.4,50,100.0,SL,23435.4,-50.0,-1.0,71,355,-53.0,73.5,75.4,1232,1.532,0.986,1.408,1249.0,0
