date,side,entry_time_ny,entry,stop,target,stop_dist,tp_dist,outcome,exit,pnl_pts,R,bars_held,mins_held,mae_pts,mfe_pts,range_w,bo_vol,vol_trail_rel,vol_pm_rel,vol_z,pm_avg_vol,dow
2026-01-23,SHORT,2026-01-23 10:00:00-05:00,49093.2,49192.01,48895.57,98.81,197.63,TIMEOUT,49034.0,59.2,0.599,72,360,-86.6,159.7,178.7,1200,1.346,0.979,1.369,1226.3,4
2026-01-26,LONG,2026-01-26 10:00:00-05:00,49263.9,49177.54,49436.61,86.36,172.71,TP,49436.61,172.71,2.0,42,210,-80.7,181.1,110.0,1190,1.418,0.959,1.297,1241.3,0
2026-01-27,SHORT,2026-01-27 10:00:00-05:00,48969.2,49087.14,48733.31,117.94,235.89,SL,49087.14,-117.94,-1.0,15,75,-120.1,93.5,152.2,1186,1.42,0.954,1.246,1243.3,1
2026-01-28,SHORT,2026-01-28 10:05:00-05:00,48921.8,49015.76,48733.89,93.96,187.91,SL,49015.76,-93.96,-1.0,5,25,-106.5,24.5,89.0,1232,1.363,0.993,1.28,1240.7,2
2026-01-29,SHORT,2026-01-29 10:00:00-05:00,48934.8,49107.1,48590.2,172.3,344.6,TP,48590.2,344.6,2.0,13,65,-53.4,363.8,129.2,1302,1.498,1.01,1.495,1289.3,3
2026-01-30,LONG,2026-01-30 10:05:00-05:00,48924.8,48801.63,49171.14,123.17,246.34,SL,48801.63,-123.17,-1.0,4,20,-125.1,28.5,176.2,1262,1.203,0.986,1.22,1280.3,4
2026-02-02,LONG,2026-02-02 10:00:00-05:00,49080.3,48937.93,49365.04,142.37,284.74,TP,49365.04,284.74,2.0,15,75,-4.5,291.6,131.2,1268,1.294,0.996,1.445,1273.0,0
2026-02-03,LONG,2026-02-03 10:00:00-05:00,49426.8,49290.2,49700.0,136.6,273.2,SL,49290.2,-136.6,-1.0,20,100,-158.3,105.1,135.7,1286,1.43,0.988,1.405,1301.0,1
2026-02-04,LONG,2026-02-04 10:05:00-05:00,49448.3,49280.5,49783.9,167.8,335.6,SL,49280.5,-167.8,-1.0,30,150,-175.3,194.3,138.0,1288,1.275,0.998,1.299,1290.7,2
2026-02-06,LONG,2026-02-06 10:00:00-05:00,49639.9,49488.79,49942.13,151.11,302.23,TP,49942.13,302.23,2.0,34,170,-12.9,328.3,127.9,1302,1.334,0.993,1.435,1311.3,4
2026-02-09,SHORT,2026-02-09 10:05:00-05:00,49968.6,50079.31,49747.17,110.71,221.43,SL,50079.31,-110.71,-1.0,3,15,-130.0,17.0,134.0,906,1.408,0.856,0.868,1058.3,0
2026-02-10,LONG,2026-02-10 10:00:00-05:00,50465.6,50350.46,50695.89,115.14,230.29,SL,50350.46,-115.14,-1.0,2,10,-134.0,12.0,203.5,842,1.491,0.841,0.926,1000.7,1
2026-02-12,LONG,2026-02-12 10:00:00-05:00,50327.7,50204.1,50574.9,123.6,247.2,SL,50204.1,-123.6,-1.0,7,35,-169.9,57.5,123.7,1245,1.297,0.965,1.252,1290.3,3
